,Airline,Source,Destination,Route,Dep_Time,Additional_Info,Price,Stops
6430,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,18:55,In-flight meal not included,10844.0,1
6431,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,18:55,In-flight meal not included,10844.0,1
6432,IndiGo,Mumbai,Hyderabad,BOM → HYD,16:55,No info,3175.0,0
6433,Air India,Delhi,Cochin,DEL → BOM → COK,08:00,No info,9929.0,1
6434,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,14:05,No info,19225.0,1
6435,SpiceJet,Mumbai,Hyderabad,BOM → HYD,05:45,No info,2017.0,0
6436,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,11:40,In-flight meal not included,7832.0,1
6437,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,06:30,In-flight meal not included,9663.0,1
6438,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,11:40,No info,7005.0,1
6439,IndiGo,Mumbai,Hyderabad,BOM → HYD,02:35,No info,3175.0,0
6440,Air India,Kolkata,Banglore,CCU → MAA → BLR,14:35,No info,5006.0,1
6441,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,08:45,No info,9526.0,1
6442,Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,No info,13292.0,2
6443,IndiGo,Delhi,Cochin,DEL → LKO → COK,21:50,No info,6058.0,1
6444,Air India,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,05:15,No info,10493.0,3
6445,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,16:30,In-flight meal not included,10844.0,1
6446,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,09:35,No info,10953.0,1
6447,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,20:00,In-flight meal not included,10844.0,1
6448,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,20:25,In-flight meal not included,10539.0,1
6449,Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,No info,13292.0,2
6450,Vistara,Delhi,Cochin,DEL → COK,06:00,No info,6741.0,0
6451,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,20:00,No info,14571.0,1
6452,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,08:25,No info,14781.0,1
6453,IndiGo,Mumbai,Hyderabad,BOM → HYD,16:55,No info,3838.0,0
6454,Air India,Delhi,Cochin,DEL → COK,14:05,No info,5201.0,0
6455,Air Asia,Delhi,Cochin,DEL → BLR → COK,07:55,No info,8759.0,1
6456,GoAir,Delhi,Cochin,DEL → BOM → COK,07:00,No info,6195.0,1
6457,Air India,Mumbai,Hyderabad,BOM → HYD,19:30,No info,3100.0,0
6458,SpiceJet,Delhi,Cochin,DEL → BLR → COK,17:55,No info,5975.0,1
6459,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,14:05,In-flight meal not included,10844.0,1
6460,Jet Airways,Delhi,Cochin,DEL → BOM → COK,20:55,No info,16079.0,1
6461,SpiceJet,Chennai,Kolkata,MAA → CCU,08:20,No check-in baggage included,3543.0,0
6462,SpiceJet,Kolkata,Banglore,CCU → BLR,17:10,No check-in baggage included,3841.0,0
6463,Jet Airways,Delhi,Cochin,DEL → BOM → COK,19:15,In-flight meal not included,10262.0,1
6464,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,09:35,No info,12692.0,1
6465,IndiGo,Chennai,Kolkata,MAA → CCU,07:55,No info,3850.0,0
6466,Jet Airways,Delhi,Cochin,DEL → BOM → COK,08:00,In-flight meal not included,12373.0,1
6467,Air India,Mumbai,Hyderabad,BOM → HYD,13:55,No info,3100.0,0
6468,Vistara,Banglore,Delhi,BLR → DEL,19:30,No info,4878.0,0
6469,Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,No info,15129.0,2
6470,Multiple carriers Premium economy,Delhi,Cochin,DEL → BOM → COK,08:55,No info,9845.0,1
6471,IndiGo,Banglore,Delhi,BLR → DEL,01:30,No info,4077.0,0
6472,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,07:30,No info,9315.0,1
6473,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,14:05,No info,14781.0,1
6474,Air India,Mumbai,Hyderabad,BOM → GOI → PNQ → HYD,16:50,No info,17327.0,2
6475,Air India,Banglore,New Delhi,BLR → DEL,17:00,No info,9481.0,0
6476,Jet Airways,Delhi,Cochin,DEL → MAA → BOM → COK,05:10,In-flight meal not included,8938.0,2
6477,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,06:30,No info,14388.0,1
6478,Air India,Delhi,Cochin,DEL → BLR → COK,20:30,No info,5704.0,1
6479,GoAir,Banglore,Delhi,BLR → DEL,07:45,No info,3898.0,0
6480,Jet Airways,Mumbai,Hyderabad,BOM → HYD,02:55,No info,5678.0,0
6481,IndiGo,Delhi,Cochin,DEL → HYD → COK,07:35,No info,6937.0,1
6482,IndiGo,Mumbai,Hyderabad,BOM → HYD,19:05,No info,2754.0,0
6483,SpiceJet,Mumbai,Hyderabad,BOM → HYD,22:45,No check-in baggage included,2647.0,0
6484,IndiGo,Kolkata,Banglore,CCU → MAA → BLR,06:20,No info,4226.0,1
6485,GoAir,Banglore,Delhi,BLR → DEL,07:45,No info,4239.0,0
6486,IndiGo,Delhi,Cochin,DEL → PNQ → COK,23:30,No info,9165.0,1
6487,Jet Airways,Banglore,New Delhi,BLR → DEL,19:55,No info,18308.0,0
6488,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,07:05,No info,14486.0,1
6489,Air Asia,Banglore,Delhi,BLR → DEL,04:55,No info,4282.0,0
6490,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,08:00,No info,13587.0,1
6491,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,11:30,No info,13587.0,1
6492,Jet Airways,Delhi,Cochin,DEL → BOM → COK,08:00,In-flight meal not included,6645.0,1
6493,SpiceJet,Banglore,Delhi,BLR → DEL,05:55,No info,4423.0,0
6494,Air India,Banglore,New Delhi,BLR → BOM → BHO → DEL,17:25,No info,11518.0,2
6495,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,13:55,No info,13759.0,1
6496,SpiceJet,Banglore,Delhi,BLR → DEL,05:55,No info,3625.0,0
6497,IndiGo,Kolkata,Banglore,CCU → BLR,05:30,No info,4148.0,0
6498,Vistara,Banglore,Delhi,BLR → DEL,17:00,No info,5613.0,0
6499,Air India,Kolkata,Banglore,CCU → DEL → VGA → BLR,10:00,No info,14298.0,2
6500,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,08:00,In-flight meal not included,7832.0,1
6501,IndiGo,Delhi,Cochin,DEL → HYD → COK,08:35,No info,6442.0,1
6502,Jet Airways,Mumbai,Hyderabad,BOM → HYD,02:55,No info,5678.0,0
6503,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,18:55,In-flight meal not included,7064.0,1
6504,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,17:00,No info,14151.0,1
6505,GoAir,Banglore,Delhi,BLR → DEL,20:55,No info,3419.0,0
6506,Jet Airways,Delhi,Cochin,DEL → BOM → COK,17:25,No info,15554.0,1
6507,Air India,Banglore,New Delhi,BLR → AMD → DEL,00:30,No info,13859.0,1
6508,SpiceJet,Kolkata,Banglore,CCU → BLR,22:20,No info,3847.0,0
6509,GoAir,Banglore,New Delhi,BLR → GOI → DEL,15:50,No info,7657.0,1
6510,Air India,Delhi,Cochin,DEL → HYD → BOM → COK,07:05,No info,13547.0,2
6511,Jet Airways,Banglore,Delhi,BLR → DEL,07:10,No info,7229.0,0
6512,Jet Airways,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,No info,13376.0,2
6513,IndiGo,Mumbai,Hyderabad,BOM → HYD,20:05,No info,2227.0,0
6514,SpiceJet,Banglore,Delhi,BLR → DEL,05:55,No info,3971.0,0
6515,IndiGo,Delhi,Cochin,DEL → BOM → COK,09:15,No info,6628.0,1
6516,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,21:10,No info,13584.0,1
6517,SpiceJet,Kolkata,Banglore,CCU → BLR,06:55,No info,4148.0,0
6518,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,06:30,No info,14571.0,1
6519,SpiceJet,Kolkata,Banglore,CCU → BLR,22:20,No check-in baggage included,3841.0,0
6520,Jet Airways,Banglore,Delhi,BLR → DEL,06:00,In-flight meal not included,5198.0,0
6521,Air Asia,Banglore,Delhi,BLR → DEL,04:55,No info,3383.0,0
6522,Jet Airways,Delhi,Cochin,DEL → COK,11:00,In-flight meal not included,7202.0,0
6523,IndiGo,Delhi,Cochin,DEL → COK,21:05,No info,5021.0,0
6524,GoAir,Banglore,Delhi,BLR → DEL,20:55,No info,4239.0,0
6525,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,No info,15129.0,2
6526,Vistara,Banglore,New Delhi,BLR → DEL,07:00,No info,21520.0,0
6527,IndiGo,Delhi,Cochin,DEL → COK,05:35,No info,7673.0,0
6528,IndiGo,Banglore,Delhi,BLR → DEL,20:00,No info,4823.0,0
6529,Jet Airways,Delhi,Cochin,DEL → BOM → COK,07:05,In-flight meal not included,15190.0,1
6530,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,08:25,No info,14781.0,1
6531,IndiGo,Kolkata,Banglore,CCU → BLR,15:30,No info,4804.0,0
6532,Jet Airways,Delhi,Cochin,DEL → BOM → COK,13:00,In-flight meal not included,10262.0,1
6533,IndiGo,Delhi,Cochin,DEL → BOM → COK,09:15,No info,7503.0,1
6534,Jet Airways,Banglore,Delhi,BLR → DEL,11:10,No info,8016.0,0
6535,IndiGo,Mumbai,Hyderabad,BOM → HYD,06:25,No info,4049.0,0
6536,Air India,Banglore,New Delhi,BLR → CCU → DEL,05:50,No info,12389.0,1
6537,SpiceJet,Chennai,Kolkata,MAA → CCU,17:45,No info,3597.0,0
6538,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,11:30,No info,13727.0,1
6539,Jet Airways,Mumbai,Hyderabad,BOM → HYD,02:55,No info,5678.0,0
6540,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,10:20,No info,7670.0,1
6541,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,14:05,In-flight meal not included,10844.0,1
6542,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,16:30,In-flight meal not included,7064.0,1
6543,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,09:00,No info,8930.0,1
6544,Air Asia,Banglore,Delhi,BLR → DEL,04:55,No info,4282.0,0
6545,IndiGo,Banglore,Delhi,BLR → DEL,08:30,No info,4823.0,0
6546,Jet Airways,Delhi,Cochin,DEL → BOM → COK,07:05,In-flight meal not included,12373.0,1
6547,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,07:00,In-flight meal not included,11087.0,1
6548,Jet Airways,Delhi,Cochin,DEL → BOM → COK,21:50,No info,16079.0,1
6549,IndiGo,Delhi,Cochin,DEL → COK,05:35,No info,5601.0,0
6550,SpiceJet,Mumbai,Hyderabad,BOM → HYD,05:45,No info,2753.0,0
6551,Jet Airways,Delhi,Cochin,DEL → BOM → COK,22:50,In-flight meal not included,12898.0,1
6552,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,13:00,No info,15603.0,1
6553,IndiGo,Kolkata,Banglore,CCU → BLR,09:35,No info,4174.0,0
6554,IndiGo,Banglore,New Delhi,BLR → DEL,20:00,No info,6144.0,0
6555,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,08:25,No info,14781.0,1
6556,IndiGo,Delhi,Cochin,DEL → LKO → COK,21:50,No info,6195.0,1
6557,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,06:30,In-flight meal not included,8586.0,1
6558,IndiGo,Banglore,New Delhi,BLR → DEL,22:20,No info,11934.0,0
6559,Air India,Kolkata,Banglore,CCU → DEL → AMD → BLR,07:00,No info,14424.0,2
6560,Jet Airways,Delhi,Cochin,DEL → BOM → COK,07:05,No info,18581.0,1
6561,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,21:10,No info,13941.0,1
6562,Jet Airways,Banglore,Delhi,BLR → DEL,18:55,No info,7229.0,0
6563,SpiceJet,Kolkata,Banglore,CCU → BLR,06:55,No info,3873.0,0
6564,Jet Airways,Delhi,Cochin,DEL → BOM → COK,11:30,No info,14714.0,1
6565,Air Asia,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:25,No info,11245.0,2
6566,IndiGo,Delhi,Cochin,DEL → BOM → COK,11:25,No info,6104.0,1
6567,IndiGo,Delhi,Cochin,DEL → HYD → COK,07:35,No info,7094.0,1
6568,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,06:30,In-flight meal not included,10031.0,1
6569,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,05:45,No info,13941.0,1
6570,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,19:00,No info,7198.0,1
6571,SpiceJet,Banglore,New Delhi,BLR → DEL,09:35,No check-in baggage included,3873.0,0
6572,Air India,Kolkata,Banglore,CCU → BLR,14:15,No info,5747.0,0
6573,Air India,Mumbai,Hyderabad,BOM → HYD,19:30,No info,3100.0,0
6574,Air India,Kolkata,Banglore,CCU → BBI → BLR,09:10,No info,8996.0,1
6575,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,10:35,No info,9103.0,1
6576,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,18:40,1 Long layover,31825.0,1
6577,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,16:30,No info,14781.0,1
6578,Jet Airways,Banglore,Delhi,BLR → DEL,08:20,No info,7229.0,0
6579,IndiGo,Banglore,New Delhi,BLR → DEL,23:30,No info,10067.0,0
6580,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,No info,10909.0,2
6581,IndiGo,Kolkata,Banglore,CCU → BLR,15:30,No info,4804.0,0
6582,Jet Airways,Mumbai,Hyderabad,BOM → HYD,02:55,In-flight meal not included,4050.0,0
6583,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,20:25,No info,14151.0,1
6584,SpiceJet,Kolkata,Banglore,CCU → BLR,06:55,No check-in baggage included,3841.0,0
6585,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,14:05,No info,14781.0,1
6586,Vistara,Kolkata,Banglore,CCU → DEL → BLR,17:00,No info,9870.0,1
6587,Air India,Delhi,Cochin,DEL → BLR → COK,13:30,No info,8907.0,1
6588,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,22:50,No info,26890.0,1
6589,GoAir,Delhi,Cochin,DEL → BOM → COK,07:00,No info,6195.0,1
6590,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,14:05,In-flight meal not included,7832.0,1
6591,Multiple carriers Premium economy,Delhi,Cochin,DEL → BOM → COK,08:55,No info,11269.0,1
6592,Vistara,Banglore,New Delhi,BLR → DEL,16:00,No info,5613.0,0
6593,IndiGo,Banglore,Delhi,BLR → DEL,00:30,No info,4284.0,0
6594,Vistara,Banglore,Delhi,BLR → DEL,21:00,No info,4668.0,0
6595,Air India,Delhi,Cochin,DEL → BOM → COK,08:00,No info,15197.0,1
6596,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,08:25,In-flight meal not included,9899.0,1
6597,GoAir,Delhi,Cochin,DEL → BOM → COK,10:35,No info,3948.0,1
6598,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,08:55,In-flight meal not included,10405.0,1
6599,Multiple carriers,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,11:35,No info,15419.0,3
6600,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,08:25,No info,15135.0,1
6601,Multiple carriers Premium economy,Delhi,Cochin,DEL → BOM → COK,06:00,No info,13369.0,1
6602,Jet Airways,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,No info,18804.0,2
6603,Air Asia,Delhi,Cochin,DEL → BLR → COK,20:45,No info,6751.0,1
6604,Air India,Kolkata,Banglore,CCU → DEL → BLR,20:30,No info,10203.0,1
6605,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,07:00,No info,27992.0,1
6606,Air India,Delhi,Cochin,DEL → LKO → BOM → COK,07:10,No info,12488.0,2
6607,Jet Airways,Banglore,Delhi,BLR → DEL,07:10,In-flight meal not included,5198.0,0
6608,Jet Airways,Banglore,Delhi,BLR → DEL,17:45,No info,7229.0,0
6609,Air India,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,No info,12723.0,2
6610,Air India,Mumbai,Hyderabad,BOM → BHO → DEL → HYD,06:00,No info,13169.0,2
6611,Air India,Kolkata,Banglore,CCU → BOM → HBX → BLR,09:25,No info,8366.0,2
6612,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,06:00,No info,7670.0,1
6613,Jet Airways,Banglore,Delhi,BLR → DEL,06:00,No info,7229.0,0
6614,Vistara,Banglore,Delhi,BLR → DEL,21:00,No info,4668.0,0
6615,Air Asia,Delhi,Cochin,DEL → BLR → COK,20:10,No info,8327.0,1
6616,Jet Airways,Delhi,Cochin,DEL → BOM → COK,20:55,In-flight meal not included,12898.0,1
6617,IndiGo,Kolkata,Banglore,CCU → MAA → BLR,06:20,No info,4226.0,1
6618,Jet Airways,Delhi,Cochin,DEL → BOM → COK,19:15,In-flight meal not included,10262.0,1
6619,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,04:55,No info,10678.0,1
6620,Air India,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,No info,8052.0,2
6621,GoAir,Banglore,New Delhi,BLR → DEL,11:40,No info,3898.0,0
6622,Air Asia,Kolkata,Banglore,CCU → BLR,10:20,No info,3807.0,0
6623,IndiGo,Delhi,Cochin,DEL → BOM → COK,09:15,No info,6838.0,1
6624,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,No info,13014.0,2
6625,IndiGo,Kolkata,Banglore,CCU → BLR,14:25,No info,5224.0,0
6626,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,13:00,No info,13377.0,1
6627,GoAir,Delhi,Cochin,DEL → BOM → COK,07:00,No info,6633.0,1
6628,Air Asia,Kolkata,Banglore,CCU → DEL → BLR,07:35,No info,5192.0,1
6629,IndiGo,Banglore,Delhi,BLR → DEL,22:10,No info,4591.0,0
6630,Air India,Kolkata,Banglore,CCU → BLR,20:45,No info,4880.0,0
6631,Jet Airways,Banglore,Delhi,BLR → DEL,17:45,No info,7229.0,0
6632,Jet Airways,Delhi,Cochin,DEL → BOM → COK,19:45,In-flight meal not included,12373.0,1
6633,Air India,Delhi,Cochin,DEL → COK,14:10,No info,6094.0,0
6634,Jet Airways,Delhi,Cochin,DEL → BOM → COK,20:55,In-flight meal not included,10262.0,1
6635,Jet Airways,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,No info,15439.0,2
6636,IndiGo,Banglore,Delhi,BLR → DEL,23:30,No info,4077.0,0
6637,GoAir,Banglore,Delhi,BLR → DEL,20:55,No info,4632.0,0
6638,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,09:35,No info,12692.0,1
6639,IndiGo,Kolkata,Banglore,CCU → HYD → BLR,19:20,No info,3480.0,1
6640,Multiple carriers,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,No info,19360.0,2
6641,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,11:40,In-flight meal not included,9134.0,1
6642,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,14:00,No info,13587.0,1
6643,Jet Airways,Delhi,Cochin,DEL → BOM → COK,17:30,No info,15554.0,1
6644,Jet Airways,Banglore,New Delhi,BLR → DEL,19:55,No info,7229.0,0
6645,IndiGo,Delhi,Cochin,DEL → HYD → COK,08:35,No info,7514.0,1
6646,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,08:00,No info,13587.0,1
6647,Jet Airways,Banglore,Delhi,BLR → DEL,07:10,In-flight meal not included,7229.0,0
6648,Jet Airways,Delhi,Cochin,DEL → BOM → COK,02:15,In-flight meal not included,10262.0,1
6649,IndiGo,Delhi,Cochin,DEL → BOM → COK,07:30,No info,14871.0,1
6650,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,08:45,No info,10529.0,1
6651,IndiGo,Delhi,Cochin,DEL → HYD → COK,07:35,No info,6442.0,1
6652,IndiGo,Kolkata,Banglore,CCU → HYD → BLR,15:15,No info,5170.0,1
6653,IndiGo,Delhi,Cochin,DEL → HYD → COK,07:35,No info,6442.0,1
6654,IndiGo,Banglore,Delhi,BLR → DEL,00:30,No info,3419.0,0
6655,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,20:35,No info,17261.0,1
6656,SpiceJet,Chennai,Kolkata,MAA → CCU,08:20,No check-in baggage included,3543.0,0
6657,Air Asia,Banglore,Delhi,BLR → DEL,11:10,No info,3383.0,0
6658,Air India,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,No info,9181.0,2
6659,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,18:55,In-flight meal not included,11087.0,1
6660,Jet Airways,Banglore,Delhi,BLR → DEL,07:10,No info,7229.0,0
6661,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,04:45,No info,11249.0,1
6662,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,07:00,No info,16736.0,1
6663,Jet Airways,Delhi,Cochin,DEL → BOM → COK,17:30,In-flight meal not included,10262.0,1
6664,Jet Airways,Delhi,Cochin,DEL → BOM → COK,14:00,In-flight meal not included,10262.0,1
6665,Jet Airways,Mumbai,Hyderabad,BOM → HYD,02:55,No info,5678.0,0
6666,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,09:00,No info,8307.0,1
6667,Air India,Delhi,Cochin,DEL → MAA → COK,17:20,No info,7690.0,1
6668,Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,No info,16704.0,2
6669,Air India,Delhi,Cochin,DEL → BOM → COK,04:00,No info,10315.0,1
6670,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,No info,15129.0,2
6671,Air India,Kolkata,Banglore,CCU → DEL → BLR,07:00,No info,12173.0,1
6672,Air India,Kolkata,Banglore,CCU → HYD → BLR,19:00,No info,4227.0,1
6673,IndiGo,Banglore,Delhi,BLR → DEL,06:05,No info,3943.0,0
6674,Jet Airways,Banglore,Delhi,BLR → DEL,11:10,In-flight meal not included,7229.0,0
6675,Vistara,Kolkata,Banglore,CCU → DEL → BLR,07:10,No info,8610.0,1
6676,IndiGo,Banglore,New Delhi,BLR → DEL,07:10,No info,7303.0,0
6677,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,18:40,In-flight meal not included,10972.0,1
6678,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,10:20,No info,7670.0,1
6679,Air India,Delhi,Cochin,DEL → BOM → COK,10:00,No info,8372.0,1
6680,IndiGo,Delhi,Cochin,DEL → BOM → COK,15:00,No info,6628.0,1
6681,Jet Airways,Delhi,Cochin,DEL → BOM → COK,13:00,In-flight meal not included,10262.0,1
6682,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,16:30,No info,14178.0,1
6683,Jet Airways,Delhi,Cochin,DEL → MAA → BOM → COK,05:10,In-flight meal not included,8518.0,2
6684,Jet Airways,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,No info,13376.0,2
6685,Vistara,Kolkata,Banglore,CCU → DEL → BLR,17:00,No info,8452.0,1
6686,Jet Airways,Delhi,Cochin,DEL → BOM → COK,02:15,No info,18371.0,1
6687,SpiceJet,Mumbai,Hyderabad,BOM → HYD,13:15,No check-in baggage included,1965.0,0
6688,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,In-flight meal not included,10368.0,2
6689,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,20:25,No info,11467.0,1
6690,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,16:30,No info,14781.0,1
6691,Air India,Mumbai,Hyderabad,BOM → BLR → HYD,20:15,No info,9535.0,1
6692,Air India,Mumbai,Hyderabad,BOM → HYD,21:05,No info,2050.0,0
6693,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,In-flight meal not included,10368.0,2
6694,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,08:25,In-flight meal not included,10031.0,1
6695,SpiceJet,Kolkata,Banglore,CCU → BLR,09:00,No info,4491.0,0
6696,Jet Airways,Banglore,Delhi,BLR → DEL,17:45,No info,7229.0,0
6697,SpiceJet,Banglore,New Delhi,BLR → PNQ → DEL,10:20,No info,11401.0,1
6698,IndiGo,Chennai,Kolkata,MAA → CCU,14:45,No info,3597.0,0
6699,Vistara,Kolkata,Banglore,CCU → DEL → BLR,17:00,No info,7927.0,1
6700,SpiceJet,Kolkata,Banglore,CCU → BLR,09:00,No info,4174.0,0
6701,Air India,Kolkata,Banglore,CCU → DEL → BLR,07:00,No info,10203.0,1
6702,Vistara,Kolkata,Banglore,CCU → DEL → BLR,07:10,No info,8610.0,1
6703,Jet Airways,Banglore,Delhi,BLR → DEL,15:15,In-flight meal not included,5769.0,0
6704,IndiGo,Kolkata,Banglore,CCU → BLR,11:30,No info,5644.0,0
6705,Jet Airways,Banglore,Delhi,BLR → DEL,07:10,In-flight meal not included,5769.0,0
6706,Jet Airways,Banglore,Delhi,BLR → DEL,06:00,No info,7229.0,0
6707,IndiGo,Kolkata,Banglore,CCU → MAA → BLR,06:20,No info,4226.0,1
6708,IndiGo,Banglore,New Delhi,BLR → HYD → DEL,12:05,No info,4588.0,1
6709,Jet Airways,Mumbai,Hyderabad,BOM → HYD,10:20,In-flight meal not included,4995.0,0
6710,Jet Airways,Delhi,Cochin,DEL → BOM → COK,17:30,In-flight meal not included,5406.0,1
6711,SpiceJet,Kolkata,Banglore,CCU → BLR,17:10,No info,3873.0,0
6712,Jet Airways,Delhi,Cochin,DEL → BOM → COK,11:30,No info,17024.0,1
6713,SpiceJet,Delhi,Cochin,DEL → PNQ → COK,08:45,No check-in baggage included,5158.0,1
6714,Jet Airways,Mumbai,Hyderabad,BOM → HYD,10:20,No info,8040.0,0
6715,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,05:45,In-flight meal not included,10844.0,1
6716,Air India,Chennai,Kolkata,MAA → CCU,11:40,No info,4667.0,0
6717,Jet Airways,Mumbai,Hyderabad,BOM → HYD,19:35,No info,5678.0,0
6718,Air India,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,No info,12513.0,2
6719,Jet Airways,Banglore,Delhi,BLR → DEL,07:10,No info,8016.0,0
6720,SpiceJet,Chennai,Kolkata,MAA → CCU,17:45,No check-in baggage included,3543.0,0
6721,Jet Airways,Delhi,Cochin,DEL → BOM → COK,17:30,In-flight meal not included,5963.0,1
6722,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,08:25,No info,14781.0,1
6723,Jet Airways,Delhi,Cochin,DEL → BOM → COK,09:00,In-flight meal not included,12373.0,1
6724,Jet Airways,Mumbai,Hyderabad,BOM → HYD,19:35,In-flight meal not included,3210.0,0
6725,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,05:45,In-flight meal not included,9134.0,1
6726,Jet Airways,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,In-flight meal not included,10919.0,2
6727,IndiGo,Mumbai,Hyderabad,BOM → HYD,09:10,No info,4575.0,0
6728,IndiGo,Delhi,Cochin,DEL → COK,05:35,No info,5601.0,0
6729,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,17:00,No info,14151.0,1
6730,Air India,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,No info,10151.0,2
6731,Vistara,Banglore,Delhi,BLR → DEL,09:45,No info,5403.0,0
6732,IndiGo,Delhi,Cochin,DEL → BLR → COK,02:00,No info,6147.0,1
